0.000000000000000000e+00 1.409735120609322045e+00 -9.550962927604766950e-02
1.000000000000000056e-01 1.425366787625279574e+00 -9.542100472535708366e-02
2.000000000000000111e-01 1.443459799790398845e+00 -9.517060387406155175e-02
3.000000000000000444e-01 1.464377228076768400e+00 -9.472375803338153877e-02
4.000000000000000222e-01 1.488619284881829818e+00 -9.402566016627922352e-02
5.000000000000000000e-01 1.516890877491833711e+00 -9.298876533109670661e-02
6.000000000000000888e-01 1.550222694449084448e+00 -9.146739118741104013e-02
7.000000000000000666e-01 1.590207668368457394e+00 -8.920093584642695139e-02
8.000000000000000444e-01 1.639524145897791163e+00 -8.566511477442351197e-02
9.000000000000000222e-01 1.703342627819086186e+00 -7.956564819827653678e-02
