0.000000000000000000e+00 1.606193728272714116e+00 -9.567070102686409117e-02
1.000000000000000056e-01 1.550785714367691970e+00 -9.564787473308820898e-02
2.000000000000000111e-01 1.500463653191540736e+00 -9.551408739688853344e-02
3.000000000000000444e-01 1.454449419409243882e+00 -9.529515595223832236e-02
4.000000000000000222e-01 1.412128813764489621e+00 -9.501034301187719078e-02
5.000000000000000000e-01 1.373008496367439379e+00 -9.467427203669866176e-02
6.000000000000000888e-01 1.336686232653339523e+00 -9.429820831833468642e-02
7.000000000000000666e-01 1.302829786968867642e+00 -9.389093901620236549e-02
8.000000000000000444e-01 1.271161605484250501e+00 -9.345939184681618939e-02
9.000000000000000222e-01 1.241447477411868228e+00 -9.300907885796694252e-02
