0.000000000000000000e+00 1.606193728272714116e+00 -9.567070102686409117e-02
1.000000000000000056e-01 1.614608068060774615e+00 -9.559369014037995271e-02
2.000000000000000111e-01 1.625392528716897766e+00 -9.536386663418015830e-02
3.000000000000000444e-01 1.638767891426829326e+00 -9.495784957069922094e-02
4.000000000000000222e-01 1.655054527426697453e+00 -9.433666037448874830e-02
5.000000000000000000e-01 1.674711346063854078e+00 -9.343756634142227901e-02
6.000000000000000888e-01 1.698403704485579313e+00 -9.215810214152690694e-02
7.000000000000000666e-01 1.727128671689490691e+00 -9.032239159875876666e-02
8.000000000000000444e-01 1.762468055636356556e+00 -8.760093325026442612e-02
9.000000000000000222e-01 1.807174985482946639e+00 -8.327887338179268406e-02
