0.000000000000000000e+00 1.409735120609322045e+00 -9.550962927604766950e-02
1.000000000000000056e-01 1.375210866764224882e+00 -9.548291334438098465e-02
2.000000000000000111e-01 1.343771660597340434e+00 -9.534207154614222912e-02
3.000000000000000444e-01 1.314980989998700611e+00 -9.510800034504314493e-02
4.000000000000000222e-01 1.288491668514388566e+00 -9.479563215282937882e-02
5.000000000000000000e-01 1.264023215269631351e+00 -9.441554884153895155e-02
6.000000000000000888e-01 1.241346057972805950e+00 -9.397502742531804731e-02
7.000000000000000666e-01 1.220270223196137538e+00 -9.347871906041248236e-02
8.000000000000000444e-01 1.200637064238919915e+00 -9.292907866564231734e-02
9.000000000000000222e-01 1.182313096451916179e+00 -9.232661416261743470e-02
