0.000000000000000000e+00 1.606193728272714116e+00 -9.567070102686409117e-02
1.000000000000000056e-01 1.659917913281229174e+00 -9.555361869513270823e-02
2.000000000000000111e-01 1.719914370198249998e+00 -9.524415878889208598e-02
3.000000000000000444e-01 1.787678573350820033e+00 -9.467357907037339537e-02
4.000000000000000222e-01 1.865320168915862498e+00 -9.373807488653353170e-02
5.000000000000000000e-01 1.955962524266166458e+00 -9.227261257027492836e-02
6.000000000000000888e-01 2.064541996185174977e+00 -8.999576754244641152e-02
7.000000000000000666e-01 2.199628054237797503e+00 -8.637659221086252392e-02
8.000000000000000444e-01 2.378477768252615032e+00 -8.023930983638453973e-02
9.000000000000000222e-01 2.647157214821675097e+00 -6.805171096099474348e-02
