0.000000000000000000e+00 1.409735120609322045e+00 -9.550962927604766950e-02
1.000000000000000056e-01 1.396298887661707511e+00 -9.545765883630126514e-02
2.000000000000000111e-01 1.384864811828553810e+00 -9.527634333612577944e-02
3.000000000000000444e-01 1.375297099145974533e+00 -9.496873197192753913e-02
4.000000000000000222e-01 1.367508499693622648e+00 -9.453012001004319764e-02
5.000000000000000000e-01 1.361455998172589998e+00 -9.394733487920514658e-02
6.000000000000000888e-01 1.357140561509951882e+00 -9.319662891585521469e-02
7.000000000000000666e-01 1.354611218392366201e+00 -9.223946004143195043e-02
8.000000000000000444e-01 1.353974742058520642e+00 -9.101451751097884568e-02
9.000000000000000222e-01 1.355413722794763576e+00 -8.942224678730135989e-02
