0.000000000000000000e+00 1.606193728272714116e+00 -9.567070102686409117e-02
1.000000000000000056e-01 1.667694042950807365e+00 -9.554724025307535784e-02
2.000000000000000111e-01 1.736620827429726122e+00 -9.522792454296574727e-02
3.000000000000000444e-01 1.814797409246004189e+00 -9.464101094567099748e-02
4.000000000000000222e-01 1.904812522657285179e+00 -9.367851163595004860e-02
5.000000000000000000e-01 2.010527998042928033e+00 -9.216937693185961455e-02
6.000000000000000888e-01 2.138103649425340258e+00 -8.982325376781336024e-02
7.000000000000000666e-01 2.298357501352545906e+00 -8.609559894484890286e-02
8.000000000000000444e-01 2.513416394639670148e+00 -7.979031363017424772e-02
9.000000000000000222e-01 2.843761252101769443e+00 -6.735754277239110188e-02
