0.000000000000000000e+00 1.606193728272714116e+00 -9.567070102686409117e-02
1.000000000000000056e-01 1.644560116415139772e+00 -9.556677296795054732e-02
2.000000000000000111e-01 1.687334305401858803e+00 -9.528108925246901728e-02
3.000000000000000444e-01 1.735466591471926279e+00 -9.475632497375327534e-02
4.000000000000000222e-01 1.790274349374338048e+00 -9.390509021555387692e-02
5.000000000000000000e-01 1.853664648268527948e+00 -9.258781069367656713e-02
6.000000000000000888e-01 1.928564364569782974e+00 -9.056615395486758424e-02
7.000000000000000666e-01 2.019855908204467365e+00 -8.739095135462753017e-02
8.000000000000000444e-01 2.136812380296520431e+00 -8.207116682069111324e-02
9.000000000000000222e-01 2.301787309816398786e+00 -7.165669978040738186e-02
