0.000000000000000000e+00 1.409735120609322045e+00 -9.550962927604766950e-02
1.000000000000000056e-01 1.361481701675273381e+00 -9.549808394327087557e-02
2.000000000000000111e-01 1.317652283668125257e+00 -9.537501909462590965e-02
3.000000000000000444e-01 1.277569873811136514e+00 -9.516620505043699163e-02
4.000000000000000222e-01 1.240700185338587724e+00 -9.489088780181936800e-02
5.000000000000000000e-01 1.206614120432990100e+00 -9.456369278824625080e-02
6.000000000000000888e-01 1.174961857715146829e+00 -9.419589876205367029e-02
7.000000000000000666e-01 1.145454475518484561e+00 -9.379631330492743668e-02
8.000000000000000444e-01 1.117850618755015013e+00 -9.337188861010894958e-02
9.000000000000000222e-01 1.091946630767876236e+00 -9.292816336982116787e-02
