0.000000000000000000e+00 1.606193728272714116e+00 -9.567070102686409117e-02
1.000000000000000056e-01 1.607276110448618400e+00 -9.560035039970954385e-02
2.000000000000000111e-01 1.610553111722275110e+00 -9.538467660167539164e-02
3.000000000000000444e-01 1.616117396679214835e+00 -9.500905918205361511e-02
4.000000000000000222e-01 1.624134493804420210e+00 -9.444635953255918481e-02
5.000000000000000000e-01 1.634862408695483937e+00 -9.365171413229841924e-02
6.000000000000000888e-01 1.648686563206555489e+00 -9.255242747673393666e-02
7.000000000000000666e-01 1.666182402551728670e+00 -9.102764236869115289e-02
8.000000000000000444e-01 1.688233748794680800e+00 -8.886365049818936712e-02
9.000000000000000222e-01 1.716278291201082773e+00 -8.564057193245729060e-02
