0.	0.	0.
0.05	-1.2771566680141703e-20	1.9736080149605573e-19
0.1	-1.5920031102148805e-18	2.538128359593188e-17
0.15000000000000002	-2.5957721188885757e-17	4.3708742983604965e-16
0.2	-1.810114489503735e-16	3.3108988900414215e-15
0.25	-7.771418742557526e-16	1.6015394716455055e-14
0.30000000000000004	-2.3877854497388915e-15	5.840844692346879e-14
0.35000000000000003	-5.554681537959998e-15	1.7549346272336926e-13
0.4	-9.492270627188363e-15	4.580371132376663e-13
0.45	-8.544260381898222e-15	1.0746387694827005e-12
0.5	1.59047135626221e-14	2.320212077022856e-12
0.55	1.1221304558316162e-13	4.688024172344859e-12
0.6000000000000001	3.9143935960689823e-13	8.97569037022903e-12
0.65	1.0900547850427175e-12	1.6440354332087378e-11
0.7000000000000001	2.6875041188615286e-12	2.9025362102317043e-11
0.75	6.12615721624994e-12	4.969062828069144e-11
0.8	1.3226696877571383e-11	8.289069152199686e-11
0.8500000000000001	2.7488202960642294e-11	1.3524986085691325e-10
0.9	5.5672761914133765e-11	2.1644152467471732e-10
0.9500000000000001	1.1102592732713717e-10	3.4000222029701867e-10
