0.	0.	0.
0.05	0.00003437022159395246	5.364196313979656e-6
0.1	0.00014256276746623102	0.000021933835807280406
0.15000000000000002	0.0003330880700548429	0.000050469031894871375
0.2	0.000615841431354958	0.00009179303904423702
0.25	0.001002414351984856	0.00014679655009976425
0.30000000000000004	0.0015064999391358642	0.00021644089986953266
0.35000000000000003	0.00214442944802179	0.0003017589788998797
0.4	0.002935895584006374	0.000403851739211879
0.45	0.0039049485072843743	0.0005238764947909232
0.5	0.005081401572393197	0.0006630200787799989
0.55	0.0065028737826972076	0.0008224438056158737
0.6000000000000001	0.008217861899124	0.0010031747732944564
0.65	0.01029055984978089	0.0012058913245856283
0.7000000000000001	0.01280882589066528	0.0014304890186148075
0.75	0.01589826482936534	0.0016751584636157156
0.8	0.019749437918797637	0.0019342679029990511
0.8500000000000001	0.02467744377001744	0.002192883089878508
0.9	0.03127996775621893	0.0024095584621650346
0.9500000000000001	0.04103098587444535	0.0024385812902164494
