#[0] time
#[1] realamp_l2m1
#[2] imagamp_l2m1
#[3] realamp_l2mm1
#[4] imagamp_l2mm1
#[5] realamp_l3m1
#[6] imagamp_l3m1
#[7] realamp_l3mm1
#[8] imagamp_l3mm1
#[9] realamp_l4m1
#[10] imagamp_l4m1
#[11] realamp_l4mm1
#[12] imagamp_l4mm1
#[13] realamp_l5m1
#[14] imagamp_l5m1
#[15] realamp_l5mm1
#[16] imagamp_l5mm1
2439.40	1.78579e-03	-3.77829e-04	-8.13137e-05	8.57050e-04	1.40913e-05	5.33366e-06	-6.82303e-05	-3.65284e-05	1.08769e-06	-1.56160e-06	6.96238e-07	-4.84011e-06	1.00003e-08	1.24395e-07	1.88982e-08	-7.75147e-08
2439.50	1.81298e-03	-3.22882e-04	-3.53705e-05	8.68866e-04	1.39812e-05	6.04884e-06	-7.15793e-05	-3.14983e-05	1.21268e-06	-1.49042e-06	2.16365e-07	-4.93823e-06	-1.87947e-09	1.25857e-07	9.57702e-09	-8.08240e-08
2439.60	1.83751e-03	-2.70744e-04	8.44016e-06	8.77218e-04	1.37759e-05	6.83117e-06	-7.43679e-05	-2.64149e-05	1.33192e-06	-1.40837e-06	-2.54344e-07	-4.98284e-06	-1.40023e-08	1.26290e-07	1.89935e-10	-8.22710e-08
2439.70	1.86070e-03	-2.17396e-04	5.30567e-05	8.83422e-04	1.35314e-05	7.60229e-06	-7.68004e-05	-2.10936e-05	1.44525e-06	-1.31724e-06	-7.31512e-07	-4.98278e-06	-2.62471e-08	1.25544e-07	-9.41305e-09	-8.26202e-08
2439.80	1.88238e-03	-1.63059e-04	9.82042e-05	8.87417e-04	1.32373e-05	8.38123e-06	-7.88532e-05	-1.55584e-05	1.55326e-06	-1.21641e-06	-1.21118e-06	-4.93705e-06	-3.84483e-08	1.23587e-07	-1.91175e-08	-8.18529e-08
2439.90	1.90268e-03	-1.07495e-04	1.44024e-04	8.89128e-04	1.29039e-05	9.14385e-06	-8.05135e-05	-9.82765e-06	1.65413e-06	-1.10706e-06	-1.68923e-06	-4.84527e-06	-5.05172e-08	1.20436e-07	-2.87800e-08	-7.99489e-08
2440.00	1.92144e-03	-5.09268e-05	1.90241e-04	8.88545e-04	1.25319e-05	9.88966e-06	-8.17599e-05	-3.94747e-06	1.74692e-06	-9.90006e-07	-2.16005e-06	-4.70756e-06	-6.23795e-08	1.16107e-07	-3.82244e-08	-7.68881e-08
2440.10	1.93862e-03	6.60764e-06	2.36734e-04	8.85611e-04	1.21120e-05	1.06303e-05	-8.25788e-05	2.06656e-06	1.83195e-06	-8.64704e-07	-2.62036e-06	-4.52402e-06	-7.38632e-08	1.10616e-07	-4.73603e-08	-7.27218e-08
2440.20	1.95427e-03	6.52658e-05	2.83557e-04	8.80269e-04	1.16547e-05	1.13480e-05	-8.29603e-05	8.18798e-06	1.90788e-06	-7.32526e-07	-3.06578e-06	-4.29547e-06	-8.48783e-08	1.03997e-07	-5.60512e-08	-6.74786e-08
2440.30	1.96823e-03	1.24700e-04	3.30336e-04	8.72545e-04	1.11483e-05	1.20556e-05	-8.28908e-05	1.43712e-05	1.97459e-06	-5.93260e-07	-3.49123e-06	-4.02336e-06	-9.52959e-08	9.62977e-08	-6.41522e-08	-6.12033e-08
2440.40	1.98051e-03	1.85076e-04	3.77113e-04	8.62378e-04	1.06023e-05	1.27416e-05	-8.23643e-05	2.05925e-05	2.03125e-06	-4.48230e-07	-3.89294e-06	-3.70916e-06	-1.05031e-07	8.75617e-08	-7.15584e-08	-5.39633e-08
2440.50	1.99110e-03	2.46341e-04	4.23764e-04	8.49737e-04	1.00266e-05	1.33963e-05	-8.13757e-05	2.68086e-05	2.07704e-06	-2.99118e-07	-4.26603e-06	-3.35540e-06	-1.14015e-07	7.78283e-08	-7.81116e-08	-4.58320e-08
2440.60	1.99993e-03	3.08459e-04	4.70161e-04	8.34619e-04	9.40852e-06	1.40279e-05	-7.99191e-05	3.29991e-05	2.11200e-06	-1.45163e-07	-4.60751e-06	-2.96388e-06	-1.22084e-07	6.72025e-08	-8.37602e-08	-3.69064e-08
2440.70	2.00696e-03	3.71271e-04	5.16097e-04	8.17063e-04	8.74297e-06	1.46381e-05	-7.79949e-05	3.91250e-05	2.13571e-06	1.30991e-08	-4.91352e-06	-2.53754e-06	-1.29154e-07	5.57698e-08	-8.84149e-08	-2.72872e-08
2440.80	2.01214e-03	4.34716e-04	5.61432e-04	7.97054e-04	8.04648e-06	1.52162e-05	-7.56090e-05	4.51367e-05	2.14768e-06	1.73285e-07	-5.17965e-06	-2.08057e-06	-1.35190e-07	4.35723e-08	-9.19263e-08	-1.70981e-08
