#[0] time
#[1] realamp_l3mm3
#[2] imagamp_l3mm3
#[3] realamp_l3m3
#[4] imagamp_l3m3
#[5] realamp_l4mm3
#[6] imagamp_l4mm3
#[7] realamp_l4m3
#[8] imagamp_l4m3
#[9] realamp_l5mm3
#[10] imagamp_l5mm3
#[11] realamp_l5m3
#[12] imagamp_l5m3
#[13] realamp_l6mm3
#[14] imagamp_l6mm3
#[15] realamp_l6m3
#[16] imagamp_l6m3
#[17] realamp_l7mm3
#[18] imagamp_l7mm3
#[19] realamp_l7m3
#[20] imagamp_l7m3
2439.40	4.62429e-03	-4.24039e-03	4.65329e-04	-1.52502e-03	-7.36368e-05	-1.47281e-04	-8.20788e-05	-2.03407e-04	-1.14040e-05	1.41274e-05	-2.01403e-05	-2.04896e-05	-1.04214e-06	2.49578e-06	-1.78955e-06	-1.40062e-06	1.23167e-06	-9.58875e-07	3.44252e-07	-9.04465e-07
2439.50	4.45199e-03	-4.50545e-03	6.57407e-04	-1.47919e-03	-8.38663e-05	-1.44575e-04	-5.35287e-05	-2.16429e-04	-1.02555e-05	1.51848e-05	-1.69587e-05	-2.37878e-05	-7.79619e-07	2.61938e-06	-1.54743e-06	-1.72499e-06	1.11185e-06	-1.11624e-06	5.10326e-07	-8.35850e-07
2439.60	4.31360e-03	-4.71320e-03	8.02913e-04	-1.42259e-03	-9.31593e-05	-1.40706e-04	-2.83087e-05	-2.23265e-04	-9.10995e-06	1.60964e-05	-1.36849e-05	-2.61252e-05	-5.18863e-07	2.70867e-06	-1.27077e-06	-1.96509e-06	9.79116e-07	-1.25290e-06	6.55569e-07	-7.40184e-07
2439.70	4.16606e-03	-4.91730e-03	9.43726e-04	-1.35169e-03	-1.02294e-04	-1.36259e-04	-2.21230e-06	-2.27167e-04	-7.88541e-06	1.69227e-05	-1.00884e-05	-2.80120e-05	-2.48196e-07	2.77203e-06	-9.56795e-07	-2.16086e-06	8.29638e-07	-1.37376e-06	7.82949e-07	-6.19344e-07
2439.80	4.00960e-03	-5.11720e-03	1.07831e-03	-1.26692e-03	-1.11235e-04	-1.31231e-04	2.44053e-05	-2.28020e-04	-6.58719e-06	1.76560e-05	-6.23140e-06	-2.94040e-05	3.00414e-08	2.80836e-06	-6.12667e-07	-2.30651e-06	6.65284e-07	-1.47677e-06	8.88110e-07	-4.76635e-07
2439.90	3.84430e-03	-5.31261e-03	1.20532e-03	-1.16876e-03	-1.19943e-04	-1.25627e-04	5.11957e-05	-2.25753e-04	-5.22301e-06	1.82906e-05	-2.18209e-06	-3.02653e-05	3.13044e-07	2.81681e-06	-2.46402e-07	-2.39740e-06	4.88143e-07	-1.56012e-06	9.67314e-07	-3.16098e-07
2440.00	3.67014e-03	-5.50323e-03	1.32352e-03	-1.05786e-03	-1.28388e-04	-1.19466e-04	7.77993e-05	-2.20338e-04	-3.80049e-06	1.88209e-05	1.98687e-06	-3.05685e-05	5.97895e-07	2.79680e-06	1.33399e-07	-2.43013e-06	3.00623e-07	-1.62222e-06	1.01756e-06	-1.42503e-07
2440.10	3.48736e-03	-5.68856e-03	1.43155e-03	-9.35078e-04	-1.36532e-04	-1.12750e-04	1.03837e-04	-2.11789e-04	-2.32687e-06	1.92411e-05	6.19869e-06	-3.02973e-05	8.81929e-07	2.74806e-06	5.17446e-07	-2.40274e-06	1.05240e-07	-1.66177e-06	1.03667e-06	3.89650e-08
2440.20	3.29601e-03	-5.86833e-03	1.52826e-03	-8.01264e-04	-1.44333e-04	-1.05506e-04	1.28944e-04	-2.00166e-04	-8.10625e-07	1.95467e-05	1.03733e-05	-2.94462e-05	1.16216e-06	2.67056e-06	8.96138e-07	-2.31471e-06	-9.53213e-08	-1.67780e-06	1.02346e-06	2.22753e-07
2440.30	3.09629e-03	-6.04214e-03	1.61253e-03	-6.57495e-04	-1.51766e-04	-9.77411e-05	1.52755e-04	-1.85566e-04	7.38898e-07	1.97335e-05	1.44316e-05	-2.80194e-05	1.43566e-06	2.56453e-06	1.26000e-06	-2.16696e-06	-2.98158e-07	-1.66965e-06	9.77707e-07	4.03051e-07
2440.40	2.88848e-03	-6.20955e-03	1.68327e-03	-5.04981e-04	-1.58792e-04	-8.94622e-05	1.74915e-04	-1.68132e-04	2.31270e-06	1.97988e-05	1.82942e-05	-2.60329e-05	1.69963e-06	2.43055e-06	1.59962e-06	-1.96203e-06	-5.00436e-07	-1.63697e-06	9.00192e-07	5.74161e-07
2440.50	2.67257e-03	-6.37030e-03	1.73965e-03	-3.44886e-04	-1.65383e-04	-8.07089e-05	1.95092e-04	-1.48051e-04	3.90139e-06	1.97393e-05	2.18836e-05	-2.35137e-05	1.95120e-06	2.26954e-06	1.90595e-06	-1.70391e-06	-6.99176e-07	-1.57980e-06	7.92751e-07	7.30486e-07
2440.60	2.44883e-03	-6.52402e-03	1.78083e-03	-1.78585e-04	-1.71500e-04	-7.14968e-05	2.12969e-04	-1.25547e-04	5.49487e-06	1.95531e-05	2.51266e-05	-2.04993e-05	2.18753e-06	2.08255e-06	2.17067e-06	-1.39797e-06	-8.91372e-07	-1.49855e-06	6.58208e-07	8.66768e-07
2440.70	2.21746e-03	-6.67033e-03	1.80617e-03	-7.51765e-06	-1.77121e-04	-6.18531e-05	2.28253e-04	-1.00886e-04	7.08318e-06	1.92389e-05	2.79545e-05	-1.70375e-05	2.40600e-06	1.87101e-06	2.38632e-06	-1.05089e-06	-1.07414e-06	-1.39393e-06	5.00263e-07	9.78335e-07
2440.80	1.97867e-03	-6.80888e-03	1.81514e-03	1.66804e-04	-1.82216e-04	-5.17985e-05	2.40685e-04	-7.43613e-05	8.65607e-06	1.87968e-05	3.03056e-05	-1.31848e-05	2.60413e-06	1.63670e-06	2.54650e-06	-6.70578e-07	-1.24463e-06	-1.26705e-06	3.23457e-07	1.06117e-06
2440.90	1.73283e-03	-6.93933e-03	1.80729e-03	3.42753e-04	-1.86746e-04	-4.13555e-05	2.50036e-04	-4.63062e-05	1.02039e-05	1.82281e-05	3.21256e-05	-9.00697e-06	2.77947e-06	1.38156e-06	2.64607e-06	-2.65798e-07	-1.40015e-06	-1.11933e-06	1.32975e-07	1.11210e-06
2441.00	1.48012e-03	-7.06142e-03	1.78238e-03	5.18768e-04	-1.90686e-04	-3.05682e-05	2.56118e-04	-1.70775e-05	1.17161e-05	1.75326e-05	3.33700e-05	-4.57755e-06	2.92987e-06	1.10773e-06	2.68134e-06	1.53695e-07	-1.53814e-06	-9.52567e-07	-6.53936e-08	1.12889e-06
2441.10	1.22074e-03	-7.17473e-03	1.74038e-03	6.93242e-04	-1.94020e-04	-1.94653e-05	2.58789e-04	1.29436e-05	1.31824e-05	1.67125e-05	3.40040e-05	2.41717e-08	3.05339e-06	8.17665e-07	2.65012e-06	5.77701e-07	-1.65627e-06	-7.68841e-07	-2.65537e-07	1.11033e-06
2441.20	9.55004e-04	-7.27894e-03	1.68136e-03	8.64480e-04	-1.96729e-04	-8.07937e-06	2.57940e-04	4.33567e-05	1.45921e-05	1.57707e-05	3.40030e-05	4.71418e-06	3.14822e-06	5.13988e-07	2.55182e-06	9.95716e-07	-1.75245e-06	-5.70500e-07	-4.61184e-07	1.05633e-06
2441.30	6.83317e-04	-7.37386e-03	1.60548e-03	1.03077e-03	-1.98771e-04	3.56117e-06	2.53513e-04	7.37570e-05	1.59358e-05	1.47126e-05	3.33552e-05	9.40490e-06	3.21286e-06	1.99623e-07	2.38759e-06	1.39712e-06	-1.82490e-06	-3.60161e-07	-6.46060e-07	9.67879e-07
2441.40	4.05848e-04	-7.45904e-03	1.51319e-03	1.19055e-03	-2.00143e-04	1.54109e-05	2.45509e-04	1.03721e-04	1.72041e-05	1.35408e-05	3.20600e-05	1.40073e-05	3.24623e-06	-1.22521e-07	2.16020e-06	1.77153e-06	-1.87209e-06	-1.40671e-07	-8.14119e-07	8.47130e-07
2441.50	1.22995e-04	-7.53430e-03	1.40503e-03	1.34216e-03	-2.00824e-04	2.74300e-05	2.33963e-04	1.32821e-04	1.83871e-05	1.22609e-05	3.01295e-05	1.84315e-05	3.24735e-06	-4.49364e-07	1.87407e-06	2.10897e-06	-1.89291e-06	8.49288e-08	-9.59688e-07	6.97238e-07
2441.60	-1.64856e-04	-7.59932e-03	1.28172e-03	1.48399e-03	-2.00794e-04	3.95884e-05	2.18964e-04	1.60645e-04	1.94758e-05	1.08798e-05	2.75880e-05	2.25902e-05	3.21564e-06	-7.77560e-07	1.53520e-06	2.40030e-06	-1.88656e-06	3.13466e-07	-1.07774e-06	5.22398e-07
